"site","year","species","abund"
"1998_12_control_summer",1998,"tide lanu",1
"1998_13_exclosure_summer",1998,"boer inte",16
"1998_13_exclosure_summer",1998,"boer torr",6
"1998_13_exclosure_summer",1998,"dale brac",2
"1998_13_exclosure_summer",1998,"erio aber",31
"1998_13_exclosure_summer",1998,"euph serp",1
"1998_13_exclosure_summer",1998,"hapl grac",3
"1998_13_exclosure_summer",1998,"kall gran",1
"1998_13_exclosure_summer",1998,"tide lanu",1
"1998_14_control_summer",1998,"boer inte",2
"1998_14_control_summer",1998,"erio aber",30
"1998_14_control_summer",1998,"tide lanu",5
"1998_15_exclosure_summer",1998,"boer inte",5
"1998_15_exclosure_summer",1998,"dale brac",1
"1998_15_exclosure_summer",1998,"erio aber",43
"1998_16_removal_summer",1998,"aris adsc",5
"1998_16_removal_summer",1998,"boer inte",98
"1998_16_removal_summer",1998,"boer torr",3
"1998_16_removal_summer",1998,"bout aris",23
"1998_16_removal_summer",1998,"crot pumi",2
"1998_16_removal_summer",1998,"erio aber",4
"1998_16_removal_summer",1998,"euph micr",2
"1998_16_removal_summer",1998,"kall gran",1
"1998_16_removal_summer",1998,"tide lanu",15
"1998_17_control_summer",1998,"boer inte",9
"1998_17_control_summer",1998,"chen frem",1
"1998_17_control_summer",1998,"erio aber",89
"1998_17_control_summer",1998,"pani mili",1
"1998_18_exclosure_summer",1998,"aris adsc",1
"1998_18_exclosure_summer",1998,"boer inte",47
"1998_18_exclosure_summer",1998,"bout aris",1
"1998_18_exclosure_summer",1998,"erio aber",15
"1998_18_exclosure_summer",1998,"euph serp",1
"1998_18_exclosure_summer",1998,"hapl grac",2
"1998_18_exclosure_summer",1998,"pani hirt",1
"1998_18_exclosure_summer",1998,"tide lanu",5
"1998_19_exclosure_summer",1998,"aris adsc",9
"1998_19_exclosure_summer",1998,"boer inte",87
"1998_19_exclosure_summer",1998,"boer torr",8
"1998_19_exclosure_summer",1998,"bout aris",5
"1998_19_exclosure_summer",1998,"crot pumi",11
"1998_19_exclosure_summer",1998,"dale brac",7
"1998_19_exclosure_summer",1998,"erio aber",38
"1998_19_exclosure_summer",1998,"euph serp",3
"1998_19_exclosure_summer",1998,"hapl grac",1
"1998_19_exclosure_summer",1998,"ipom cost",1
"1998_19_exclosure_summer",1998,"pani hirt",1
"1998_19_exclosure_summer",1998,"tide lanu",1
"1998_20_exclosure_summer",1998,"aris adsc",1
"1998_20_exclosure_summer",1998,"boer inte",18
"1998_20_exclosure_summer",1998,"bout barb",27
"1998_20_exclosure_summer",1998,"erio aber",104
"1998_20_exclosure_summer",1998,"hapl grac",2
"1998_20_exclosure_summer",1998,"pani hirt",1
"1998_20_exclosure_summer",1998,"tide lanu",7
"1998_21_exclosure_summer",1998,"aris adsc",3
"1998_21_exclosure_summer",1998,"boer inte",39
"1998_21_exclosure_summer",1998,"bout aris",9
"1998_21_exclosure_summer",1998,"dale brac",2
"1998_21_exclosure_summer",1998,"erio aber",32
"1998_21_exclosure_summer",1998,"euph micr",2
"1998_21_exclosure_summer",1998,"hapl grac",2
"1998_21_exclosure_summer",1998,"moll cerv",1
"1998_21_exclosure_summer",1998,"pani ariz",1
"1998_21_exclosure_summer",1998,"tide lanu",10
"1998_22_control_summer",1998,"aris adsc",2
"1998_22_control_summer",1998,"boer inte",32
"1998_22_control_summer",1998,"bout aris",2
"1998_22_control_summer",1998,"crot pumi",1
"1998_22_control_summer",1998,"dale brac",11
"1998_22_control_summer",1998,"erio aber",11
"1998_22_control_summer",1998,"hapl grac",2
"1998_22_control_summer",1998,"pani ariz",4
"1998_22_control_summer",1998,"tide lanu",7
"1998_23_removal_summer",1998,"aris adsc",7
"1998_23_removal_summer",1998,"atri eleg",2
"1998_23_removal_summer",1998,"boer inte",92
"1998_23_removal_summer",1998,"boer torr",11
"1998_23_removal_summer",1998,"crot pumi",4
"1998_23_removal_summer",1998,"dale brac",56
"1998_23_removal_summer",1998,"erio aber",27
"1998_23_removal_summer",1998,"euph micr",1
"1998_23_removal_summer",1998,"euph serp",1
"1998_23_removal_summer",1998,"mach tanr",1
"1998_23_removal_summer",1998,"pani hirt",1
"1998_23_removal_summer",1998,"tide lanu",3
"1998_24_removal_summer",1998,"aris adsc",1
"1998_24_removal_summer",1998,"boer inte",7
"1998_24_removal_summer",1998,"boer torr",1
"1998_24_removal_summer",1998,"bout aris",1
"1998_24_removal_summer",1998,"crot pumi",1
"1998_24_removal_summer",1998,"erio aber",28
"1998_24_removal_summer",1998,"pani ariz",1
"1998_24_removal_summer",1998,"tide lanu",2
"1998_24_removal_summer",1998,"tria port",5
"1998_2_control_summer",1998,"erio aber",142
"1998_2_control_summer",1998,"erod cicu",514
"1998_3_exclosure_summer",1998,"chen frem",3
"1998_3_exclosure_summer",1998,"erio aber",57
"1998_3_exclosure_summer",1998,"erod cicu",758
"1998_3_exclosure_summer",1998,"hapl grac",2
"1998_4_control_summer",1998,"chen frem",5
"1998_4_control_summer",1998,"erio aber",114
"1998_4_control_summer",1998,"erod cicu",68
"1998_4_control_summer",1998,"hapl grac",1
"1998_5_removal_summer",1998,"bail mult",1
"1998_5_removal_summer",1998,"chen frem",18
"1998_5_removal_summer",1998,"erio aber",47
"1998_5_removal_summer",1998,"erod cicu",586
"1998_6_exclosure_summer",1998,"chen frem",8
"1998_6_exclosure_summer",1998,"erio aber",12
"1998_6_exclosure_summer",1998,"erod cicu",125
"1998_6_exclosure_summer",1998,"hapl grac",4
"1998_7_removal_summer",1998,"erio aber",71
"1998_7_removal_summer",1998,"erod cicu",1737
"1998_7_removal_summer",1998,"hapl grac",9
"1998_8_control_summer",1998,"ambr arte",1
"1998_8_control_summer",1998,"chen frem",1
"1998_8_control_summer",1998,"erio aber",145
"1998_8_control_summer",1998,"erod cicu",716
"1998_8_control_summer",1998,"hapl grac",9
"1998_10_removal_summer",1998,"erig dive",3
"1998_10_removal_summer",1998,"erio aber",351
"1998_10_removal_summer",1998,"erod cicu",960
"1998_11_control_summer",1998,"bail mult",1
"1998_11_control_summer",1998,"erio aber",58
"1998_11_control_summer",1998,"erod cicu",143
"1998_12_control_summer",1998,"erio aber",39
"1998_12_control_summer",1998,"erod cicu",177
"1998_12_control_summer",1998,"hapl grac",1
"1998_13_exclosure_summer",1998,"chen frem",1
"1998_13_exclosure_summer",1998,"erio aber",98
"1998_13_exclosure_summer",1998,"erod cicu",492
"1998_13_exclosure_summer",1998,"hapl grac",26
"1998_14_control_summer",1998,"erio aber",45
"1998_14_control_summer",1998,"erod cicu",18
"1998_15_exclosure_summer",1998,"erio aber",70
"1998_15_exclosure_summer",1998,"erod cicu",57
"1998_16_removal_summer",1998,"bail mult",1
"1998_16_removal_summer",1998,"erio aber",32
"1998_16_removal_summer",1998,"erod cicu",1232
"1998_16_removal_summer",1998,"hapl grac",1
"1998_17_control_summer",1998,"chen frem",4
"1998_17_control_summer",1998,"erio aber",126
"1998_17_control_summer",1998,"erod cicu",59
"1998_17_control_summer",1998,"hapl grac",1
"1998_18_exclosure_summer",1998,"bail mult",1
"1998_18_exclosure_summer",1998,"chen frem",1
"1998_18_exclosure_summer",1998,"erio aber",39
"1998_18_exclosure_summer",1998,"erod cicu",831
"1998_18_exclosure_summer",1998,"hapl grac",5
"1998_19_exclosure_summer",1998,"erio aber",95
"1998_19_exclosure_summer",1998,"erod cicu",1039
"1998_19_exclosure_summer",1998,"hapl grac",8
"1998_20_exclosure_summer",1998,"erio aber",257
"1998_20_exclosure_summer",1998,"erod cicu",300
"1998_20_exclosure_summer",1998,"hapl grac",10
"1998_21_exclosure_summer",1998,"chen frem",1
"1998_21_exclosure_summer",1998,"erio aber",57
"1998_21_exclosure_summer",1998,"erod cicu",857
"1998_21_exclosure_summer",1998,"hapl grac",11
"1998_22_control_summer",1998,"erio aber",31
"1998_22_control_summer",1998,"erod cicu",524
"1998_22_control_summer",1998,"hapl grac",6
"1998_23_removal_summer",1998,"erio aber",337
"1998_23_removal_summer",1998,"erod cicu",1658
"1998_23_removal_summer",1998,"hapl grac",3
"1998_24_removal_summer",1998,"erio aber",50
"1998_24_removal_summer",1998,"erod cicu",167
"1998_24_removal_summer",1998,"hapl grac",1
"1999_2_control_summer",1999,"amar palm",13
"1999_2_control_summer",1999,"boer inte",18
"1999_2_control_summer",1999,"boer torr",6
"1999_2_control_summer",1999,"bout aris",13
"1999_2_control_summer",1999,"bout barb",6
"1999_2_control_summer",1999,"crot pumi",2
"1999_2_control_summer",1999,"dale brac",4
"1999_2_control_summer",1999,"erod cicu",17
"1999_2_control_summer",1999,"kall gran",1
"1999_2_control_summer",1999,"moll cerv",7
"1999_2_control_summer",1999,"moll vert",13
"1999_2_control_summer",1999,"pani ariz",22
"1999_2_control_summer",1999,"pani hirt",9
"1999_2_control_summer",1999,"sida spin",1
"1999_3_exclosure_summer",1999,"boer inte",5
"1999_3_exclosure_summer",1999,"boer torr",1
"1999_3_exclosure_summer",1999,"bout aris",12
"1999_3_exclosure_summer",1999,"bout barb",12
"1999_3_exclosure_summer",1999,"crot pumi",1
"1999_3_exclosure_summer",1999,"dale brac",22
"1999_3_exclosure_summer",1999,"erod cicu",7
"1999_3_exclosure_summer",1999,"pani ariz",3
"1999_3_exclosure_summer",1999,"tide lanu",7
"1999_4_control_summer",1999,"boer inte",2
"1999_4_control_summer",1999,"bout aris",5
"1999_4_control_summer",1999,"bout barb",123
"1999_4_control_summer",1999,"dale brac",2
"1999_4_control_summer",1999,"erod cicu",5
"1999_4_control_summer",1999,"euph serp",8
"1999_4_control_summer",1999,"kall gran",1
"1999_4_control_summer",1999,"pani ariz",7
"1999_4_control_summer",1999,"pani hirt",1
"1999_4_control_summer",1999,"pani mili",1
"1999_4_control_summer",1999,"tide lanu",5
"1999_5_removal_summer",1999,"boer torr",1
"1999_5_removal_summer",1999,"bout aris",24
"1999_5_removal_summer",1999,"bout barb",12
"1999_5_removal_summer",1999,"dale brac",3
"1999_5_removal_summer",1999,"euph serp",3
"1999_5_removal_summer",1999,"euph serr",4
"1999_5_removal_summer",1999,"pani ariz",7
"1999_5_removal_summer",1999,"pani hirt",5
"1999_5_removal_summer",1999,"tide lanu",2
"1999_6_exclosure_summer",1999,"boer torr",3
"1999_6_exclosure_summer",1999,"bout aris",13
"1999_6_exclosure_summer",1999,"bout barb",10
"1999_6_exclosure_summer",1999,"dale brac",9
"1999_6_exclosure_summer",1999,"erod cicu",23
"1999_6_exclosure_summer",1999,"euph serp",2
"1999_6_exclosure_summer",1999,"pani ariz",13
"1999_6_exclosure_summer",1999,"pani hirt",8
"1999_6_exclosure_summer",1999,"pani mili",1
"1999_6_exclosure_summer",1999,"pect papp",3
"1999_6_exclosure_summer",1999,"tide lanu",15
"1999_7_removal_summer",1999,"bout aris",1
"1999_7_removal_summer",1999,"dale brac",29
"1999_7_removal_summer",1999,"erod cicu",65
"1999_7_removal_summer",1999,"pani ariz",3
"1999_7_removal_summer",1999,"pani hirt",1
"1999_7_removal_summer",1999,"tide lanu",2
"1999_8_control_summer",1999,"boer inte",1
"1999_8_control_summer",1999,"boer torr",76
"1999_8_control_summer",1999,"bout aris",31
"1999_8_control_summer",1999,"bout barb",44
"1999_8_control_summer",1999,"crot pumi",1
"1999_8_control_summer",1999,"dale brac",1
"1999_8_control_summer",1999,"erod cicu",16
"1999_8_control_summer",1999,"euph serp",8
"1999_8_control_summer",1999,"moll cerv",25
"1999_8_control_summer",1999,"moll vert",3
"1999_8_control_summer",1999,"pani ariz",3
"1999_8_control_summer",1999,"pani hirt",3
"1999_8_control_summer",1999,"pect papp",1
"1999_8_control_summer",1999,"tide lanu",8
"1999_10_removal_summer",1999,"boer inte",5
"1999_10_removal_summer",1999,"bout aris",5
"1999_10_removal_summer",1999,"bout barb",31
"1999_10_removal_summer",1999,"dale brac",160
"1999_10_removal_summer",1999,"erod cicu",5
"1999_10_removal_summer",1999,"euph serp",1
"1999_10_removal_summer",1999,"pani mili",3
"1999_10_removal_summer",1999,"sida spin",1
"1999_10_removal_summer",1999,"tide lanu",3
"1999_11_control_summer",1999,"boer torr",7
"1999_11_control_summer",1999,"bout aris",7
"1999_11_control_summer",1999,"bout barb",11
"1999_11_control_summer",1999,"crot pumi",4
"1999_11_control_summer",1999,"dale brac",3
"1999_11_control_summer",1999,"euph micr",1
"1999_11_control_summer",1999,"euph serp",2
"1999_11_control_summer",1999,"euph serr",3
"1999_11_control_summer",1999,"moll cerv",8
"1999_11_control_summer",1999,"pani ariz",4
"1999_11_control_summer",1999,"pani hirt",3
"1999_11_control_summer",1999,"pect papp",2
"1999_11_control_summer",1999,"tide lanu",5
"1999_12_control_summer",1999,"boer torr",86
"1999_12_control_summer",1999,"bout aris",14
"1999_12_control_summer",1999,"bout barb",30
"1999_12_control_summer",1999,"erod cicu",27
"1999_12_control_summer",1999,"euph micr",3
"1999_12_control_summer",1999,"euph serp",10
"1999_12_control_summer",1999,"moll cerv",1
"1999_12_control_summer",1999,"pani hirt",1
"1999_12_control_summer",1999,"pani mili",1
"1999_12_control_summer",1999,"tide lanu",4
"1999_13_exclosure_summer",1999,"boer inte",7
"1999_13_exclosure_summer",1999,"bout aris",6
"1999_13_exclosure_summer",1999,"bout barb",23
"1999_13_exclosure_summer",1999,"crot pumi",1
"1999_13_exclosure_summer",1999,"dale brac",1
"1999_13_exclosure_summer",1999,"erod cicu",71
"1999_13_exclosure_summer",1999,"euph serp",3
"1999_13_exclosure_summer",1999,"ipom cost",1
"1999_13_exclosure_summer",1999,"pani ariz",2
"1999_13_exclosure_summer",1999,"pani hirt",2
"1999_13_exclosure_summer",1999,"pani mili",1
"1999_13_exclosure_summer",1999,"tide lanu",3
"1999_14_control_summer",1999,"bout aris",9
"1999_14_control_summer",1999,"bout barb",4
"1999_14_control_summer",1999,"dale brac",1
"1999_14_control_summer",1999,"euph serp",3
"1999_14_control_summer",1999,"euph serr",2
"1999_14_control_summer",1999,"pani ariz",4
"1999_14_control_summer",1999,"pani hirt",3
"1999_14_control_summer",1999,"pani mili",1
"1999_14_control_summer",1999,"tide lanu",1
"1999_14_control_summer",1999,"tria port",1
"1999_15_exclosure_summer",1999,"boer inte",2
"1999_15_exclosure_summer",1999,"boer torr",2
"1999_15_exclosure_summer",1999,"bout aris",2
"1999_15_exclosure_summer",1999,"bout barb",4
"1999_15_exclosure_summer",1999,"dale brac",2
"1999_15_exclosure_summer",1999,"erod cicu",1
"1999_15_exclosure_summer",1999,"euph serp",1
"1999_15_exclosure_summer",1999,"euph serr",1
"1999_15_exclosure_summer",1999,"moll cerv",3
"1999_15_exclosure_summer",1999,"pani ariz",7
"1999_15_exclosure_summer",1999,"pani hirt",3
"1999_15_exclosure_summer",1999,"pect papp",1
"1999_15_exclosure_summer",1999,"tide lanu",4
"1999_16_removal_summer",1999,"boer inte",19
"1999_16_removal_summer",1999,"boer torr",6
"1999_16_removal_summer",1999,"bout aris",29
"1999_16_removal_summer",1999,"bout barb",4
"1999_16_removal_summer",1999,"dale brac",66
"1999_16_removal_summer",1999,"erod cicu",15
"1999_16_removal_summer",1999,"euph micr",2
"1999_16_removal_summer",1999,"euph serr",3
"1999_16_removal_summer",1999,"moll cerv",3
"1999_16_removal_summer",1999,"pani ariz",6
"1999_16_removal_summer",1999,"pani hirt",1
"1999_16_removal_summer",1999,"pani mili",2
"1999_16_removal_summer",1999,"tide lanu",14
"1999_16_removal_summer",1999,"tria port",1
"1999_17_control_summer",1999,"boer inte",3
"1999_17_control_summer",1999,"boer torr",2
"1999_17_control_summer",1999,"bout aris",13
"1999_17_control_summer",1999,"bout barb",70
"1999_17_control_summer",1999,"crot pumi",3
"1999_17_control_summer",1999,"moll cerv",2
"1999_17_control_summer",1999,"pani ariz",2
"1999_17_control_summer",1999,"pani mili",1
"1999_18_exclosure_summer",1999,"boer inte",7
"1999_18_exclosure_summer",1999,"boer torr",1
"1999_18_exclosure_summer",1999,"bout aris",23
"1999_18_exclosure_summer",1999,"bout barb",5
"1999_18_exclosure_summer",1999,"erod cicu",30
"1999_18_exclosure_summer",1999,"euph serp",1
"1999_18_exclosure_summer",1999,"moll cerv",2
"1999_18_exclosure_summer",1999,"pani ariz",2
"1999_18_exclosure_summer",1999,"pani hirt",2
"1999_18_exclosure_summer",1999,"tide lanu",8
"1999_19_exclosure_summer",1999,"boer inte",26
"1999_19_exclosure_summer",1999,"bout aris",23
"1999_19_exclosure_summer",1999,"bout barb",12
"1999_19_exclosure_summer",1999,"cass lept",1
"1999_19_exclosure_summer",1999,"crot pumi",5
"1999_19_exclosure_summer",1999,"dale brac",3
"1999_19_exclosure_summer",1999,"erod cicu",30
"1999_19_exclosure_summer",1999,"euph micr",1
"1999_19_exclosure_summer",1999,"euph serp",4
"1999_19_exclosure_summer",1999,"moll cerv",2
"1999_19_exclosure_summer",1999,"tide lanu",5
"1999_20_exclosure_summer",1999,"boer inte",16
"1999_20_exclosure_summer",1999,"bout aris",11
"1999_20_exclosure_summer",1999,"bout barb",43
"1999_20_exclosure_summer",1999,"dale brac",4
"1999_20_exclosure_summer",1999,"erod cicu",1
"1999_20_exclosure_summer",1999,"euph micr",1
"1999_20_exclosure_summer",1999,"euph serp",1
"1999_20_exclosure_summer",1999,"moll cerv",4
"1999_20_exclosure_summer",1999,"pani ariz",4
"1999_20_exclosure_summer",1999,"pani hirt",2
"1999_20_exclosure_summer",1999,"pani mili",2
"1999_20_exclosure_summer",1999,"tide lanu",4
"1999_21_exclosure_summer",1999,"boer inte",20
"1999_21_exclosure_summer",1999,"bout aris",19
"1999_21_exclosure_summer",1999,"bout barb",2
"1999_21_exclosure_summer",1999,"crot pumi",2
"1999_21_exclosure_summer",1999,"dale brac",3
"1999_21_exclosure_summer",1999,"euph micr",3
"1999_21_exclosure_summer",1999,"euph serr",1
"1999_21_exclosure_summer",1999,"kall gran",1
"1999_21_exclosure_summer",1999,"moll cerv",26
"1999_21_exclosure_summer",1999,"pani ariz",1
"1999_21_exclosure_summer",1999,"pani hirt",3
"1999_21_exclosure_summer",1999,"pani mili",1
"1999_21_exclosure_summer",1999,"tide lanu",4
"1999_22_control_summer",1999,"boer inte",11
"1999_22_control_summer",1999,"boer torr",1
"1999_22_control_summer",1999,"bout aris",17
"1999_22_control_summer",1999,"bout barb",6
"1999_22_control_summer",1999,"crot pumi",4
"1999_22_control_summer",1999,"dale brac",25
"1999_22_control_summer",1999,"euph micr",2
"1999_22_control_summer",1999,"euph serp",2
"1999_22_control_summer",1999,"moll cerv",33
"1999_22_control_summer",1999,"moll vert",3
"1999_22_control_summer",1999,"pani ariz",8
"1999_22_control_summer",1999,"pani hirt",8
"1999_22_control_summer",1999,"pani mili",1
"1999_22_control_summer",1999,"tide lanu",4
"1999_23_removal_summer",1999,"boer inte",16
"1999_23_removal_summer",1999,"boer torr",3
"1999_23_removal_summer",1999,"bout aris",19
"1999_23_removal_summer",1999,"bout barb",29
"1999_23_removal_summer",1999,"crot pumi",10
"1999_23_removal_summer",1999,"dale brac",95
"1999_23_removal_summer",1999,"euph serp",1
"1999_23_removal_summer",1999,"moll cerv",2
"1999_23_removal_summer",1999,"pani ariz",1
"1999_23_removal_summer",1999,"pani hirt",2
"1999_23_removal_summer",1999,"pani mili",3
"1999_23_removal_summer",1999,"sida spin",1
"1999_24_removal_summer",1999,"boer inte",2
"1999_24_removal_summer",1999,"bout aris",23
"1999_24_removal_summer",1999,"bout barb",3
"1999_24_removal_summer",1999,"erod cicu",36
"1999_24_removal_summer",1999,"euph serr",2
"1999_24_removal_summer",1999,"pani mili",1
"1999_24_removal_summer",1999,"tide lanu",13
